,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1983,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,4.3
1984,Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,9.75
1985,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.9
1986,Audi A4 2.0 TDI,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5
1987,Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399.0,88.8,5.0,2.4
1988,Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.11
1989,Hyundai Grand i10 AT Asta,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197.0,88.8,5.0,7.6
1990,Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5.0,3.6
1991,Mahindra Scorpio 2.6 CRDe,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179.0,88.8,8.0,6.0
1992,Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179.0,88.8,7.0,7.45
1993,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.1
1994,Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.2
1995,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.36
1996,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.62
1997,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5.0,43.6
1998,Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991.0,88.8,5.0,4.9
1999,Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.7
2000,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.0
2001,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956.0,88.8,5.0,19.05
2002,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396.0,105.5,5.0,4.5
2003,Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.15
2004,Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.9
2005,Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.1
2006,Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,First,18.49,1493.0,88.8,7.0,6.95
2007,Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.4
2008,Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,13.2,1495.0,88.8,5.0,2.65
2009,Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179.0,88.8,7.0,9.0
2010,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
2011,Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.5
2012,Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.95
2013,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,34.0
2014,Maruti Swift 1.3 LXI,Pune,2011,24255,Petrol,Manual,First,16.1,1497.0,88.8,5.0,3.15
2015,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0
2016,Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.45
2017,Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.5
2018,Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968.0,88.8,5.0,14.5
2019,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498.0,88.8,5.0,8.41
2020,Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,5.45
2021,Honda City i VTEC CVT VX,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.9
2022,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.65
2023,BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995.0,88.8,5.0,29.0
2024,Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.5
2025,Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354.0,88.8,5.0,5.4
2026,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.89
2027,Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45
2028,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.0
2029,BMW 6 Series 640d Coupe,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2993.0,88.8,4.0,45.0
2030,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.94
2031,Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995.0,88.8,5.0,8.0
2032,Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399.0,88.8,5.0,4.1
2033,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,First,12.8,2494.0,88.8,7.0,6.25
2034,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.25
2035,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,83.96
2036,Hyundai Santro LP zipPlus,Coimbatore,2004,52146,Petrol,Manual,First,0.0,1497.0,88.8,5.0,1.93
2037,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950.0,88.8,5.0,21.0
2038,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.3
2039,Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,5.25
2040,Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4806.0,88.8,5.0,32.0
2041,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493.0,88.8,7.0,3.9
2042,Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794.0,88.8,5.0,2.2
2043,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198.0,88.8,6.0,3.7
2044,BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497.0,88.8,5.0,11.27
2045,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.41
2046,Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.0
2047,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5.0,5.8
2048,Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179.0,88.8,7.0,13.52
2049,Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2982.0,168.7,7.0,24.5
2050,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,56.73
2051,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.95
2052,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,16.8,1497.0,88.8,5.0,5.5
2053,Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.0
2054,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,993.0,88.8,5.0,1.0
2055,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796.0,46.3,5.0,2.15
2056,Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.89
2057,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16.0,2179.0,88.8,7.0,10.25
2058,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194.0,94.68,5.0,6.0
2059,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.53
2060,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.45
2061,Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.84
2062,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.65
2063,Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.74
2064,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.5
2065,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,Second,12.8,2494.0,88.8,8.0,5.7
2066,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.8
2067,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,36.5
2068,Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,9.5
2069,Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,First,17.0,1497.0,88.8,5.0,4.55
2070,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.9
2071,Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,13.6,2523.0,88.8,7.0,2.7
2072,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,31.0
2073,BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497.0,88.8,5.0,10.3
2074,BMW 3 Series 320d Sedan,Kolkata,2010,51000,Diesel,Automatic,First,16.07,1995.0,88.8,5.0,7.75
2075,Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2
2076,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,4.85
2077,Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,Diesel,Automatic,Second,15.68,1999.0,88.8,5.0,34.08
2078,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.1
2079,Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.35
2080,Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,20.92,998.0,67.1,5.0,1.8
2081,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42
2082,Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7.0,5.34
2083,Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,Diesel,Automatic,First,12.62,2198.0,88.8,7.0,31.99
2084,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.75
2085,Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.1
2086,Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.69
2087,Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,15.0
2088,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16.0,2179.0,88.8,7.0,14.5
2089,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248.0,88.8,5.0,5.65
2090,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.5
2091,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,38.5
2092,Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.49
2093,Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.55
2094,Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10.75
2095,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.0
2096,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,4.5
2097,Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,First,15.1,2179.0,88.8,7.0,8.42
2098,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.6
2099,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,33.63
2100,Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,Third,17.8,1399.0,88.8,5.0,2.25
2101,BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,First,10.8,2497.0,88.8,5.0,12.95
2102,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,25.02
2103,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95
2104,Honda City 1.5 V AT,Mumbai,2011,57000,Petrol,Automatic,First,16.8,1497.0,88.8,5.0,4.4
2105,Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,4.95
2106,Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,12.05,2179.0,88.8,8.0,5.5
2107,Honda City V MT,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.25
2108,Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,4.02
2109,Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,First,16.0,2179.0,88.8,7.0,11.73
2110,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,First,15.0,1896.0,88.8,5.0,9.5
2111,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.6
2112,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.0
2113,Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,First,15.04,1598.0,103.2,5.0,5.55
2114,Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5
2115,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993.0,88.8,7.0,41.6
2116,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.41
2117,Nissan Terrano XL 110 PS,Mumbai,2014,50000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.5
2118,Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.2
2119,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,14.24,2755.0,174.5,7.0,23.0
2120,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,2.74
2121,Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,First,20.0,1399.0,88.8,5.0,3.9
2122,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0
2123,Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,22.32,1582.0,126.32,5.0,4.0
2124,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.95,1999.0,152.88,5.0,17.75
2125,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,21.1,1248.0,73.9,5.0,5.05
2126,Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,10.8,1984.0,88.8,5.0,12.0
2127,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,Diesel,Automatic,First,13.0,2143.0,88.8,5.0,29.6
2128,Renault Duster 85PS Diesel RxE,Jaipur,2015,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5
2129,Honda Amaze S AT i-Vtech,Mumbai,2014,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.75
2130,Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,Diesel,Automatic,First,9.0,1984.0,88.8,5.0,24.36
2131,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,3.2
2132,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.6
2133,Maruti Omni MPI STD BSIV,Coimbatore,2017,15473,Petrol,Manual,First,16.8,796.0,34.2,5.0,3.58
2134,Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,2.5
2135,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,Second,23.5,1498.0,88.8,5.0,3.5
2136,Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,25.0
2137,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.5,998.0,67.04,5.0,1.75
2138,Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0
2139,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.75
2140,Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,31700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.45
2141,Mahindra Scorpio S10 AT 4WD,Pune,2017,66988,Diesel,Automatic,First,15.4,2179.0,88.8,7.0,10.0
2142,Volkswagen Polo 1.2 MPI Trendline,Mumbai,2014,54230,Petrol,Manual,First,16.47,1198.0,88.8,5.0,4.5
2143,Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,First,17.0,1197.0,88.8,5.0,3.4
2144,Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,4.5
2145,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,18.9,998.0,67.1,5.0,4.3
2146,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,Diesel,Automatic,First,18.12,1995.0,88.8,5.0,46.0
2147,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.4
2148,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,First,14.84,2143.0,88.8,5.0,14.5
2149,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.1
2150,Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.65
2151,Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,Petrol,Manual,First,18.2,1199.0,82.5,5.0,3.0
2152,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,Second,23.0,1396.0,88.8,5.0,3.95
2153,Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,First,11.9,2496.0,163.2,5.0,6.75
2154,Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,First,21.43,1364.0,87.2,5.0,6.53
2155,Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,Diesel,Manual,First,13.0,2982.0,168.5,7.0,22.0
2156,Skoda Rapid 1.6 MPI AT Elegance,Pune,2013,52900,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,4.75
2157,Honda Brio 1.2 VX AT,Mumbai,2017,20000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.99
2158,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.05
2159,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2010,65000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.4
2160,Maruti Zen Estilo LXI BSIII,Pune,2007,42000,Petrol,Manual,Third,18.2,998.0,67.1,5.0,1.3
2161,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,Diesel,Manual,First,23.59,1364.0,67.06,5.0,6.71
2162,Mahindra XUV500 W8 2WD,Ahmedabad,2014,67000,Diesel,Manual,Second,15.1,2179.0,88.8,7.0,7.2
2163,Hyundai Grand i10 AT Asta,Chennai,2016,18000,Petrol,Automatic,First,18.9,1197.0,88.8,5.0,5.4
2164,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.63
2165,Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,14.21
2166,Honda City 1.5 V MT,Kolkata,2010,45008,Petrol,Manual,First,17.0,1497.0,88.8,5.0,3.0
2167,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.11
2168,Volkswagen Vento Petrol Highline,Pune,2011,57328,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.39
2169,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,22.99
2170,Hyundai i20 Magna,Delhi,2009,46946,Petrol,Manual,Second,18.5,1197.0,88.8,5.0,2.35
2171,Maruti Ritz VDi,Kolkata,2012,39772,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2.85
2172,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.5
2173,Renault Duster Petrol RxL,Bangalore,2014,52000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,5.99
2174,Honda Civic 2006-2010 1.8 V MT,Hyderabad,2008,152000,Petrol,Manual,Second,13.5,1799.0,88.8,5.0,3.0
2175,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,Petrol,Manual,First,23.84,1199.0,88.8,5.0,3.6
2176,Audi A4 2.0 TDI,Hyderabad,2014,60000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,24.0
2177,Maruti Swift Dzire VXI,Coimbatore,2015,33195,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.26
2178,Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.7
2179,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2016,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,35.0
2180,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,Diesel,Manual,First,21.9,1396.0,88.8,5.0,5.02
2181,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.1
2182,Volkswagen Vento Diesel Highline,Bangalore,2012,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5
2183,Maruti Swift Dzire VXI,Kolkata,2014,33485,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.59
2184,Fiat Linea Emotion (Diesel),Kolkata,2015,32000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,4.65
2185,Honda City 1.5 V MT,Bangalore,2009,71400,Petrol,Manual,Third,17.0,1497.0,88.8,5.0,3.8
2186,Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.5
2187,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.9
2188,Maruti Omni 8 Seater BSIV,Hyderabad,2015,52950,Petrol,Manual,First,14.0,796.0,88.8,5.0,2.35
2189,Maruti Swift LXI Option,Chennai,2015,29500,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.15
2190,Mercedes-Benz M-Class ML 350 CDI Corporate,Coimbatore,2012,63888,Diesel,Automatic,First,14.0,2987.0,88.8,5.0,22.58
2191,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65
2192,Ford Figo Petrol Titanium,Delhi,2010,59196,Petrol,Manual,Second,15.6,1196.0,88.8,5.0,2.25
2193,Toyota Innova Crysta 2.4 G MT,Hyderabad,2016,121362,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.0
2194,BMW 5 Series 2003-2012 520d,Mumbai,2013,78000,Diesel,Automatic,First,18.48,1995.0,88.8,5.0,19.5
2195,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,21.0
2196,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,22.48,1995.0,88.8,5.0,17.5
